id_review,caption,relative_date,retrieval_date,absolute_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURTMDdTOW93RRAB,,a month ago,2021-02-23 14:25:24.761551,2021-01-23 14:25:24,4.0,Yunitube Farooqi,5,0,https://www.google.com/maps/contrib/109421881736204056880/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTd19LSzV3RRAB,"We were at Deerhurst in December (pre-lockdown) and even with COVID protocols in place, we were still able to have a nice getaway. There were plenty of activities to do and the hikes around the resort were fantastic! The restaurants and …",a month ago,2021-02-23 14:25:24.764525,2021-01-23 14:25:24,5.0,Sanjay Parmar,0,0,https://www.google.com/maps/contrib/114485221500609775731/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTalozOHVnRRAB,,a month ago,2021-02-23 14:25:24.768477,2021-01-23 14:25:24,4.0,Limelight Muskoka,2,0,https://www.google.com/maps/contrib/107349297355164483442/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTdGFtNW9RRRAB,,a month ago,2021-02-23 14:25:24.771507,2021-01-23 14:25:24,4.0,Marianela Marquez,2,0,https://www.google.com/maps/contrib/107360878727838595476/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURTdGF6cmR3EAE,,a month ago,2021-02-23 14:25:24.774499,2021-01-23 14:25:24,5.0,Abdullah Naqvi,0,0,https://www.google.com/maps/contrib/111751393447304248668/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURTcGVfQUJREAE,,a month ago,2021-02-23 14:25:24.778503,2021-01-23 14:25:24,4.0,Armaan Mirchandani,0,0,https://www.google.com/maps/contrib/103864031639768575609/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTc2ZXQjlBRRAB,,a month ago,2021-02-23 14:25:24.781478,2021-01-23 14:25:24,4.0,Aoife Nally,0,0,https://www.google.com/maps/contrib/111273487129468916130/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURTdnJ1c2NREAE,Very nice place to spend a weekend off. Different attraction but poor service room. Coffee maker without cups and stain on the desk. Bath soap expired just look at it if you will be there. And hair on the breakfast table. As first time a little bit disappointed. Food is ok but Christmas dinner was not the best.,a month ago,2021-02-23 14:25:24.785473,2021-01-23 14:25:24,3.0,Rita Fasanella,1,0,https://www.google.com/maps/contrib/114157200256865222721/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURTdnViSFBREAE,Bad Not clean bad staff,a month ago,2021-02-23 14:25:24.788459,2021-01-23 14:25:24,1.0,Zaid Mashni,12,0,https://www.google.com/maps/contrib/108913492915808517715/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURTdnFDWlBBEAE,"We've been coming back to this place every year for the past 20yrs. It never seems to disappoint. Friendly staff,ots of outdoor activities.  Perfect for anyone who enjoys the outdoors.",a month ago,2021-02-23 14:25:24.791451,2021-01-23 14:25:24,5.0,MBroomfield,0,0,https://www.google.com/maps/contrib/115690704384443414945/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTbnREaGdBRRAB,,a month ago,2021-02-23 14:25:31.244046,2021-01-23 14:25:31,5.0,Kenneth L,0,0,https://www.google.com/maps/contrib/114106594624521101998/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTcHQyaGh3RRAB,Great weekend getaway,a month ago,2021-02-23 14:25:31.248036,2021-01-23 14:25:31,5.0,Andrew Myers,0,0,https://www.google.com/maps/contrib/115949052489684879733/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURTdXFXM0pREAE,"Outdated rooms, mediocre service",2 months ago,2021-02-23 14:25:31.254020,2020-12-23 14:25:31,3.0,Natalya Rougas,5,0,https://www.google.com/maps/contrib/105393897251163531024/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTbW9MYnZnRRAB,"I loved my stay at Deerhurst Resort-Lakeside Lodge. Our condo was super clean, modern and spacious. Fantastic service and lots to do! Super relaxing and I will return again!",2 months ago,2021-02-23 14:25:31.257038,2020-12-23 14:25:31,5.0,Shelly Williamson Real Estate,0,0,https://www.google.com/maps/contrib/110034372429892676199/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTaXJIOWtnRRAB,"Great place for a quick getaway. Even with the lock down, it was worth the trip to Deerhurst Resort.",2 months ago,2021-02-23 14:25:31.261002,2020-12-23 14:25:31,5.0,Brian Gonsalves,0,0,https://www.google.com/maps/contrib/101656096401134118161/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTaXBpcXNRRRAB,,2 months ago,2021-02-23 14:25:31.265025,2020-12-23 14:25:31,5.0,Brittney EC,1,0,https://www.google.com/maps/contrib/116720612294426582889/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURTMHNpNnhRRRAB,,2 months ago,2021-02-23 14:25:31.269000,2020-12-23 14:25:31,3.0,David Collins,0,0,https://www.google.com/maps/contrib/105513704977222282775/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNTbGJmNDRnRRAB,Went for a wedding. In desperate need of renovations. Rooms are outdated and require maintenance. Over priced for the quality of stay,2 months ago,2021-02-23 14:25:31.272969,2020-12-23 14:25:31,2.0,Roy M,0,0,https://www.google.com/maps/contrib/113461509315204402120/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNTbFlIMTlnRRAB,"As a family, we have been coming to Deerhurst for almost 30 years.  It has always been the perfect lakefront vacation in the summer, but recently we have also been spending some time here in the winter.  The setting is so pretty year round …",2 months ago,2021-02-23 14:25:31.275961,2020-12-23 14:25:31,5.0,Norma Rawlings,10,0,https://www.google.com/maps/contrib/101366219436115882780/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNTc0tTZHpBRRAB,"One of the most phenomenal meals I've ever had at Eclipse restaurant! I ate it too fast to take a good picture, but here's a pic of our dessert.",2 months ago,2021-02-23 14:25:31.280954,2020-12-23 14:25:31,5.0,Chris Jones,15,0,https://www.google.com/maps/contrib/115028369081492090485/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNTNElYWURBEAE,,2 months ago,2021-02-23 14:25:37.871114,2020-12-23 14:25:37,5.0,Jason Hagerman,6,0,https://www.google.com/maps/contrib/111044102052587826874/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURpb19lRG5BRRAB,"Beautiful place to take loved ones, wonderful staff friendly and polite, if your looking for a good view good food and Beautiful resort this is your place.",2 months ago,2021-02-23 14:25:37.875103,2020-12-23 14:25:37,5.0,Michael Caterina,3,0,https://www.google.com/maps/contrib/110024605352079367369/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURpaWZDdXlnRRAB,Beautiful place to visit. Had a wonderful time. Only thing they should have elevators in their buildings. Room amenities are perfect too. Keep growing and improving. Thanks.,2 months ago,2021-02-23 14:25:37.877647,2020-12-23 14:25:37,5.0,TARUN MEWANI,0,0,https://www.google.com/maps/contrib/110088151747737240465/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURpOFluZVVnEAE,,2 months ago,2021-02-23 14:25:37.880619,2020-12-23 14:25:37,4.0,Howard K,0,0,https://www.google.com/maps/contrib/101294877676797448609/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURpNGZPMGxRRRAB,"Fantastic resort, winter time can be just as fun!",2 months ago,2021-02-23 14:25:37.885588,2020-12-23 14:25:37,5.0,Luis Bajana,0,0,https://www.google.com/maps/contrib/117428381303040027740/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURpd291VGJREAE,"My mom, twin sister and I just spent two lovely nights at Deerhurst Inn.  We were already impressed with the gorgeous buildings, landscape and very tidy nicely laid-out room.  When we were greeted by so many friendly faces at the gift shop, …",2 months ago,2021-02-23 14:25:37.892568,2020-12-23 14:25:37,5.0,sharman smith,2,0,https://www.google.com/maps/contrib/103137107691054738421/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURpZ29lUkZREAE,Such a beautiful place,2 months ago,2021-02-23 14:25:37.894562,2020-12-23 14:25:37,5.0,Adam Beauclerc,0,0,https://www.google.com/maps/contrib/109319182056087521135/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURpdUtfWVJREAE,I have to point out that the reservation team (and manager) took very good care of us on a recent visit. It was a birthday celebration and they helped make it a great experience from start to end.  We have been coming to Deerhurst over the …,2 months ago,2021-02-23 14:25:37.897610,2020-12-23 14:25:37,5.0,David Lowe,7,0,https://www.google.com/maps/contrib/103768627579403069018/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURpeU5UOHlBRRAB,I loved the view from my room and the good food!,3 months ago,2021-02-23 14:25:37.902639,2020-11-23 14:25:37,4.0,Marisol Berry,19,0,https://www.google.com/maps/contrib/117787271680147186106/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURpaUpiWHdBRRAB,"It’s 3 star resort with 5 star prices. COVID “service” is awkward at times , depending who do you meet( temperature checks, pool usage etc.) Booked all in advance, still experience wasn’t smooth . Eclipse restaurant service was great on …",3 months ago,2021-02-23 14:25:37.905612,2020-11-23 14:25:37,3.0,Mila R.,0,0,https://www.google.com/maps/contrib/114322864746387424972/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpNzU2ZXRnRRAB,"My husband and I stayed here for our anniversary in Nov 2020.  We stayed at the Lakeside Lodge one bedroom unit.  The room was small, there were absolutely zero toiletries other than one bar of soap.  I called the front desk to ask for some …",3 months ago,2021-02-23 14:25:44.666882,2020-11-23 14:25:44,1.0,Alycia Rose,5,0,https://www.google.com/maps/contrib/118241966986644010278/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpOTRuUzlBRRAB,Weekend away with my fiancée. With some amenities closed due to COVID we still found time to go for a walk daily and enjoy some time alone in the room. Our room over looked the lake and had a sliding door for fresh air. Clean and large …,3 months ago,2021-02-23 14:25:44.674861,2020-11-23 14:25:44,4.0,Shannon Donnelly,17,0,https://www.google.com/maps/contrib/110309379310177162200/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpbTU3aTRnRRAB,"Great place, I visit it with my family and stuff was great, a lot of things to do, we walked in the forest and the city we enjoy a good time 😀 👍 Only thing their system was down when we did the reservation and I we had to confirmed it by phone, but help was good.",3 months ago,2021-02-23 14:25:44.678878,2020-11-23 14:25:44,5.0,Fredy Achuri,0,0,https://www.google.com/maps/contrib/101020836815513035941/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpX1kzUWt3RRAB,,3 months ago,2021-02-23 14:25:44.686831,2020-11-23 14:25:44,4.0,Leanne Michelle,0,0,https://www.google.com/maps/contrib/117568313398715798812/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpbmU3VzJRRRAB,We love everything about it. First time there in the fall. So peaceful and beautiful. Great r & r,3 months ago,2021-02-23 14:25:44.692875,2020-11-23 14:25:44,5.0,Sarah Brown,40,0,https://www.google.com/maps/contrib/105472731524300760399/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpMWNDaDZnRRAB,,3 months ago,2021-02-23 14:25:44.697821,2020-11-23 14:25:44,5.0,Frankie S,9,0,https://www.google.com/maps/contrib/112424663192453009096/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpMmNxS3d3RRAB,,3 months ago,2021-02-23 14:25:44.706784,2020-11-23 14:25:44,5.0,Rishi Bansie,0,0,https://www.google.com/maps/contrib/105829121586321252402/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpcWRtVUxBEAE,Really sweet place with tons of activities! Will be back!,3 months ago,2021-02-23 14:25:44.713763,2020-11-23 14:25:44,5.0,Анюта Фадеева,0,0,https://www.google.com/maps/contrib/102513129059656849540/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpZ1pqdmhRRRAB,Wonderful place ❤️,3 months ago,2021-02-23 14:25:44.718745,2020-11-23 14:25:44,5.0,wesolveheat HVAC,4,0,https://www.google.com/maps/contrib/107613466540567923975/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpM3ZManpnRRAB,We had a nice time. Wish it was better weather. Place was extremely clean.,3 months ago,2021-02-23 14:25:44.724736,2020-11-23 14:25:44,4.0,sc dow,12,0,https://www.google.com/maps/contrib/102265853575565115362/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpbnQtckh3EAE,Still here today is our final full day as we check out tomorrow.  As an employee of the travel and tourism industry I did strive to really want to love this place. I had several issues since check in some big and some small.  For some …,3 months ago,2021-02-23 14:25:51.494295,2020-11-23 14:25:51,1.0,Samantha Pileggi,2,0,https://www.google.com/maps/contrib/116450083714975430417/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpcnVPRGtBRRAB,Went here for my birthday and had a great time. The scenery is beautiful around this resort and food in the area is affordable. The food/service in the resort was expensive as to be expected with any resort. During COVID there is an …,3 months ago,2021-02-23 14:25:51.497247,2020-11-23 14:25:51,5.0,T Brown,0,0,https://www.google.com/maps/contrib/116356552689472903019/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpcm9Udzl3RRAB,We visited here for our anniversary.  A lovely spot to go hiking and enjoy the great outdoors   The dinner at Eclipse was beautifully presented.  A great dining experience,3 months ago,2021-02-23 14:25:51.500274,2020-11-23 14:25:51,5.0,Patricia Gravelle,0,0,https://www.google.com/maps/contrib/101386817167118248904/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpenYtSk13EAE,"Premium prices for what feels like a discount experience. Paying $200 (after all fees) per weeknight in November and .. lobby experience poor (driveway completely blocked by some trucks, some roundabout way to look for the check in, dark), …",3 months ago,2021-02-23 14:25:51.503244,2020-11-23 14:25:51,2.0,Rafal G,13,0,https://www.google.com/maps/contrib/103135269914749645335/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpanVmczF3RRAB,We had a good time staying at this place. Its not worth the price tag but its what it is. The restaurant was pretty good. We had mussles and chicken burgers and the people both at the reception and restaurant were friendly. Its COVID so …,3 months ago,2021-02-23 14:25:51.509215,2020-11-23 14:25:51,3.0,William Murdoch,0,0,https://www.google.com/maps/contrib/113361739406724701430/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpbHBpeWNREAE,,3 months ago,2021-02-23 14:25:51.514214,2020-11-23 14:25:51,4.0,Brooks Gummow,0,0,https://www.google.com/maps/contrib/102973004678784623934/reviews?hl=en
Not a google review,The beach ,3 months ago,2021-02-23 14:25:51.517198,2020-11-23 14:25:51,25.0,Verified Hotel Guest,0,0,http://www.priceline.com/r/?channel=meta&product=hotel&theme=reviews&refid=PLGOOGLEHARV&refclickid=HARV_605002&hotel_id=605002
ChZDSUhNMG9nS0VJQ0FnSUNpNXAybExnEAE,,3 months ago,2021-02-23 14:25:51.521184,2020-11-23 14:25:51,4.0,N G,7,0,https://www.google.com/maps/contrib/118181268637849675529/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpNXY2T1BREAE,"Front Desk is terrible at bookings , asked for ground floor at Bayshore due to bad knee  called 3 times to confirm and was placed on 4th floor ! Also asked for early check in notifications and nothing ........ The Room had 4 large bugs and …",3 months ago,2021-02-23 14:25:51.526169,2020-11-23 14:25:51,1.0,jay tnt,9,0,https://www.google.com/maps/contrib/116733752076044052937/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpNXFqUGh3RRAB,Cool,3 months ago,2021-02-23 14:25:51.530163,2020-11-23 14:25:51,5.0,xspuffyegg,0,0,https://www.google.com/maps/contrib/104678767212732104296/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpeXFtaUZBEAE,Excellent place. Love this place a lot.,3 months ago,2021-02-23 14:25:58.844367,2020-11-23 14:25:58,5.0,S T,0,0,https://www.google.com/maps/contrib/112621170545874787026/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpNHJmalNREAE,Amazing resort..,3 months ago,2021-02-23 14:25:58.851811,2020-11-23 14:25:58,5.0,Deepak Jain,0,0,https://www.google.com/maps/contrib/111128640404831945482/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpNHY3Ui1BRRAB,"Clean and nice staff. Beds were super comfy.  Didn't eat in the resort, went out to town.  Pool was ok, kids weren't overly impressed with it, and the arcade was fully booked. Walking trails were lovely and I loved that it was pet friendly. Stoneleigh petting farm right by the resort was awesome.",3 months ago,2021-02-23 14:25:58.869765,2020-11-23 14:25:58,3.0,Lori-Ann Bradshaw,12,0,https://www.google.com/maps/contrib/100735204279433769495/reviews?hl=en
Not a google review,"Internet and cable out of service. No tea in room. No ice machine, understandable due to COVID but ice for purchase instead is profiteering.  Meals at restaurant excellent.",3 months ago,2021-02-23 14:25:58.884723,2020-11-23 14:25:58,3.0,Expedia reviewer,0,0,https://www.expedia.com/h23864.Hotel-Information?chkin=03/07/2021&chkout=03/08/2021&MDPCID=US.META.HPA.localuniversal-REVIEWS.HOTEL.desktop&mdpdtl=GGMETA.US.23864.20210307.20210308&mctc=10#section-reviews
ChdDSUhNMG9nS0VJQ0FnSUNpZ3JMYjhBRRAB,"Can’t say enough good things about Deerhurst Resort. From check in all the way to check out. The accommodation was incredible, the view, the dinner at the eclipse was amazing. The staff were super friendly and helpful. The only downside was not having been here sooner! Can’t wait to come back! Thank you",3 months ago,2021-02-23 14:25:58.901678,2020-11-23 14:25:58,5.0,Antonietta Postill,3,0,https://www.google.com/maps/contrib/103500053293998857509/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpZ3NUU013EAE,"Would not recommend this resort and would not go back. The grounds are beautiful, but ... comparing the price and quality of service/goods that you get, it's not worth it. You do not get what you expect looking at the pictures and/or …",3 months ago,2021-02-23 14:25:58.913652,2020-11-23 14:25:58,2.0,Daisy OP,5,0,https://www.google.com/maps/contrib/108051244609538694106/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpX1AtNDZ3RRAB,"Great resort, I emailed ahead time to see what amenities were affected by covid and the season change since we came after Thanksgiving weekend. I was aware what was closed and that check in was at 4pm and they couldnt accommodate earlier …",3 months ago,2021-02-23 14:25:58.934593,2020-11-23 14:25:58,5.0,Lisa Dew,0,0,https://www.google.com/maps/contrib/115278635652662405642/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpX05lNTJBRRAB,,3 months ago,2021-02-23 14:25:58.946557,2020-11-23 14:25:58,5.0,sadiya khan,2,0,https://www.google.com/maps/contrib/116199198580605834495/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpX0ptV0d3EAE,,3 months ago,2021-02-23 14:25:58.956052,2020-11-23 14:25:58,5.0,Janitorial Team,5,0,https://www.google.com/maps/contrib/103408843501711838904/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpbk4zMHl3RRAB,,3 months ago,2021-02-23 14:25:58.965029,2020-11-23 14:25:58,4.0,Sarah Connell,0,0,https://www.google.com/maps/contrib/116729648734682437667/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpNU1hQUhnEAE,"Great experience, highly recommend the resturant for dinner",4 months ago,2021-02-23 14:26:05.850070,2020-10-23 14:26:05,5.0,Jeff Long,0,0,https://www.google.com/maps/contrib/103746202569486422009/reviews?hl=en
Not a google review,The wet weather spoiled the mood when I went hiking on the Lookout Trail. However it was a relaxing experience after all.,4 months ago,2021-02-23 14:26:05.854060,2020-10-23 14:26:05,4.0,Expedia reviewer,0,0,https://www.expedia.com/h23864.Hotel-Information?chkin=03/07/2021&chkout=03/08/2021&MDPCID=US.META.HPA.localuniversal-REVIEWS.HOTEL.desktop&mdpdtl=GGMETA.US.23864.20210307.20210308&mctc=10#section-reviews
ChZDSUhNMG9nS0VJQ0FnSUNpeUpqUkx3EAE,,4 months ago,2021-02-23 14:26:05.860045,2020-10-23 14:26:05,4.0,Wing Lee,0,0,https://www.google.com/maps/contrib/108997948464919839970/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNpMElYRkVBEAE,,4 months ago,2021-02-23 14:26:05.863037,2020-10-23 14:26:05,5.0,Jonathan Almanza,0,0,https://www.google.com/maps/contrib/103214380957863945687/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNpd0tMbDNnRRAB,Great getaway!,4 months ago,2021-02-23 14:26:05.868062,2020-10-23 14:26:05,5.0,Rob Boughner,1,0,https://www.google.com/maps/contrib/108571522680323690399/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDMzZDNE9nEAE,Nice clean facilities and room. More bang for the buck,4 months ago,2021-02-23 14:26:05.873008,2020-10-23 14:26:05,5.0,pilyokid,0,0,https://www.google.com/maps/contrib/109903434607805175466/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDbjR1WlVREAE,Stuck at a resort no better than a hotel. I get it. It’s Covid. You can’t offer all amenities. But imagine staying at a hotel with two restaurants and none can seat you and your family.  Staying two nights. The restaurant is booked every …,4 months ago,2021-02-23 14:26:05.879990,2020-10-23 14:26:05,1.0,Brad Dworkin,0,0,https://www.google.com/maps/contrib/107092099680151573424/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDbjRUd053EAE,,4 months ago,2021-02-23 14:26:05.884980,2020-10-23 14:26:05,5.0,Gaston Tanguay,1,0,https://www.google.com/maps/contrib/106924406068930558467/reviews?hl=en
Not a google review,The environment is very good. Very quiet.Lake view room is perfect.,4 months ago,2021-02-23 14:26:05.888966,2020-10-23 14:26:05,4.0,Expedia reviewer,0,0,https://www.expedia.com/h23864.Hotel-Information?chkin=03/07/2021&chkout=03/08/2021&MDPCID=US.META.HPA.localuniversal-REVIEWS.HOTEL.desktop&mdpdtl=GGMETA.US.23864.20210307.20210308&mctc=10#section-reviews
Not a google review,Very welcoming and friendly staff that went out of their way to be helpful. Loved our stay,4 months ago,2021-02-23 14:26:05.891959,2020-10-23 14:26:05,5.0,Expedia reviewer,0,0,https://www.expedia.com/h23864.Hotel-Information?chkin=03/07/2021&chkout=03/08/2021&MDPCID=US.META.HPA.localuniversal-REVIEWS.HOTEL.desktop&mdpdtl=GGMETA.US.23864.20210307.20210308&mctc=10#section-reviews
ChZDSUhNMG9nS0VJQ0FnSURDajc3bUNnEAE,,4 months ago,2021-02-23 14:26:12.870377,2020-10-23 14:26:12,4.0,Victoria Pellegrini,2,0,https://www.google.com/maps/contrib/118216164053237412330/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDbC0tc2J3EAE,,4 months ago,2021-02-23 14:26:12.877358,2020-10-23 14:26:12,5.0,Faye Cagaanan,0,0,https://www.google.com/maps/contrib/113713117434002462301/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDbC1EQVZBEAE,"To put it simply, this place is outdated and overpriced. Go somewhere else.",4 months ago,2021-02-23 14:26:12.882354,2020-10-23 14:26:12,2.0,Greg Roy,12,0,https://www.google.com/maps/contrib/117001222757768088248/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDaDRHQ3pBRRAB,,4 months ago,2021-02-23 14:26:12.885379,2020-10-23 14:26:12,5.0,web to print software,0,0,https://www.google.com/maps/contrib/113971407816177029845/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDaDVhVXBRRRAB,Great resort with great facilities.,4 months ago,2021-02-23 14:26:12.889325,2020-10-23 14:26:12,5.0,Hadi Meshgi,0,0,https://www.google.com/maps/contrib/104669867706143722622/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDbTQyX0ZREAE,Really clean and still a lot of activities ties open in a safe manner,4 months ago,2021-02-23 14:26:12.893316,2020-10-23 14:26:12,5.0,Jeffrey Tso,15,0,https://www.google.com/maps/contrib/111313107842295791766/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDNC1Hdm1RRRAB,Love the place,4 months ago,2021-02-23 14:26:12.897304,2020-10-23 14:26:12,5.0,Rashna Shetty,0,0,https://www.google.com/maps/contrib/110074242081429308305/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURDMF9IMVB3EAE,,4 months ago,2021-02-23 14:26:12.900335,2020-10-23 14:26:12,5.0,Sousan Khobbakht,1,0,https://www.google.com/maps/contrib/105011966771880242360/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDNF9Xa3lBRRAB,Poor. No soap or towel or coffee  cup in our room when we checked in.,4 months ago,2021-02-23 14:26:12.904284,2020-10-23 14:26:12,1.0,Ajay Joshi,2,0,https://www.google.com/maps/contrib/107178786491296807049/reviews?hl=en
